,gene_id,gene_name
30438,ENSG00000171794,UTF1
30439,ENSG00000151650,VENTX
30440,ENSG00000166917,MIR202HG
30441,ENSG00000284219,MIR202
30442,ENSG00000273980,AL592071.1
30443,ENSG00000151651,ADAM8
30444,ENSG00000130640,TUBGCP2
30445,ENSG00000235245,AL360181.2
30446,ENSG00000198546,ZNF511
30447,ENSG00000283496,ZNF511-PRAP1
30448,ENSG00000130643,CALY
30449,ENSG00000230306,BANF1P2
30450,ENSG00000226699,AL360181.1
30451,ENSG00000165828,PRAP1
30452,ENSG00000148803,FUOM
30453,ENSG00000127884,ECHS1
30454,ENSG00000265395,MIR3944
30455,ENSG00000274685,AL360181.4
30456,ENSG00000148832,PAOX
30457,ENSG00000254536,AL360181.3
30458,ENSG00000148824,MTG1
30459,ENSG00000203772,SPRN
30460,ENSG00000273327,OR6L2P
30461,ENSG00000214279,SCART1
30462,ENSG00000273336,OR7M1P
30463,ENSG00000130649,CYP2E1
30464,ENSG00000278518,AL161645.1
30465,ENSG00000171772,SYCE1
30466,ENSG00000233685,OR6L1P
30467,ENSG00000225899,FRG2B
30468,ENSG00000213543,RARRES2P2
30469,ENSG00000233435,AGGF1P2
30470,ENSG00000230468,CLUHP5
30471,ENSG00000279626,DUX4L28
30472,ENSG00000280337,DUX4L25
30473,ENSG00000274599,DUX4L24
30474,ENSG00000276964,DUX4L23
30475,ENSG00000277274,DUX4L22
30476,ENSG00000275610,DUX4L21
30477,ENSG00000276164,DUX4L20
30478,ENSG00000237635,DUX4L29
30479,ENSG00000278664,DUX4L10
30480,ENSG00000278761,DUX4L11
30481,ENSG00000278790,DUX4L12
30482,ENSG00000276046,DUX4L13
30483,ENSG00000276904,DUX4L14
30484,ENSG00000278641,DUX4L15
30485,ENSG00000213147,RPL23AP60
30486,ENSG00000282875,BX322534.1
30487,ENSG00000253826,WBP1LP10
30488,ENSG00000224777,OR4F2P
30489,ENSG00000254468,AC069287.1
30490,ENSG00000270921,CICP23
30491,ENSG00000230724,LINC01001
30492,ENSG00000255229,AC069287.3
30493,ENSG00000222225,RNU6-447P
30494,ENSG00000177951,BET1L
30495,ENSG00000188076,SCGB1C1
30496,ENSG00000177947,ODF3
30497,ENSG00000254559,AC069287.2
30498,ENSG00000177963,RIC8A
30499,ENSG00000283920,MIR6743
30500,ENSG00000142082,SIRT3
30501,ENSG00000185627,PSMD13
30502,ENSG00000277290,AC136475.10
30503,ENSG00000174885,NLRP6
30504,ENSG00000255026,AC136475.3
30505,ENSG00000142102,PGGHG
30506,ENSG00000206013,IFITM5
30507,ENSG00000255533,AC136475.6
30508,ENSG00000185201,IFITM2
30509,ENSG00000254910,AC136475.2
30510,ENSG00000185885,IFITM1
30511,ENSG00000251661,AC136475.1
30512,ENSG00000142089,IFITM3
30513,ENSG00000255089,AC136475.4
30514,ENSG00000270105,AC136475.8
30515,ENSG00000270030,AC136475.7
30516,ENSG00000255328,AC136475.5
30517,ENSG00000270972,AC136475.9
30518,ENSG00000182272,B4GALNT4
30519,ENSG00000184363,PKP3
30520,ENSG00000185187,SIGIRR
30521,ENSG00000185101,ANO9
30522,ENSG00000243562,RN7SL838P
30523,ENSG00000174915,PTDSS2
30524,ENSG00000255237,AC138230.1
30525,ENSG00000023191,RNH1
30526,ENSG00000254739,AC137894.1
30527,ENSG00000174775,HRAS
30528,ENSG00000161328,LRRC56
30529,ENSG00000185522,LMNTD2
30530,ENSG00000254815,AP006284.1
30531,ENSG00000099849,RASSF7
30532,ENSG00000247095,MIR210HG
30533,ENSG00000199038,MIR210
30534,ENSG00000070047,PHRF1
30535,ENSG00000185507,IRF7
30536,ENSG00000099834,CDHR5
30537,ENSG00000070031,SCT
30538,ENSG00000069696,DRD4
30539,ENSG00000177030,DEAF1
30540,ENSG00000255158,AC131934.1
30541,ENSG00000177106,EPS8L2
30542,ENSG00000177042,TMEM80
30543,ENSG00000269915,AP006621.4
30544,ENSG00000177156,TALDO1
30545,ENSG00000177225,GATD1
30546,ENSG00000255284,AP006621.3
30547,ENSG00000279672,AP006621.5
30548,ENSG00000255142,AP006621.2
30549,ENSG00000184524,CEND1
30550,ENSG00000177542,SLC25A22
30551,ENSG00000274897,PANO1
30552,ENSG00000177595,PIDD1
30553,ENSG00000177600,RPLP2
30554,ENSG00000199785,SNORA52
30555,ENSG00000177666,PNPLA2
30556,ENSG00000255108,AP006621.1
30557,ENSG00000177685,CRACR2B
30558,ENSG00000177697,CD151
30559,ENSG00000177700,POLR2L
30560,ENSG00000214063,TSPAN4
30561,ENSG00000250397,AP006623.1
30562,ENSG00000177830,CHID1
30563,ENSG00000183020,AP2A2
30564,ENSG00000222561,RNU6-1025P
30565,ENSG00000184956,MUC6
30566,ENSG00000254872,AC139749.1
30567,ENSG00000198788,MUC2
30568,ENSG00000215182,MUC5AC
30569,ENSG00000117983,MUC5B
30570,ENSG00000255177,MUC5B-AS1
30571,ENSG00000275669,MIR6744
30572,ENSG00000078902,TOLLIP
30573,ENSG00000255153,TOLLIP-AS1
30574,ENSG00000285985,AC136297.1
30575,ENSG00000174672,BRSK2
30576,ENSG00000285581,AC091196.1
30577,ENSG00000182208,MOB2
30578,ENSG00000184545,DUSP8
30579,ENSG00000233930,KRTAP5-AS1
30580,ENSG00000205869,KRTAP5-1
30581,ENSG00000205867,KRTAP5-2
30582,ENSG00000196224,KRTAP5-3
30583,ENSG00000241598,KRTAP5-4
30584,ENSG00000185940,KRTAP5-5
30585,ENSG00000231487,AP006285.2
30586,ENSG00000205866,FAM99A
30587,ENSG00000205865,FAM99B
30588,ENSG00000227306,AP006285.1
30589,ENSG00000205864,KRTAP5-6
30590,ENSG00000244242,IFITM10
30591,ENSG00000250644,AC068580.4
30592,ENSG00000117984,CTSD
30593,ENSG00000235027,AC068580.3
30594,ENSG00000229512,AC068580.1
30595,ENSG00000230834,AC068580.2
30596,ENSG00000230980,RPL36AP39
30597,ENSG00000230080,AC139143.1
30598,ENSG00000149043,SYT8
30599,ENSG00000130598,TNNI2
30600,ENSG00000130592,LSP1
30601,ENSG00000264493,MIR4298
30602,ENSG00000249086,AC051649.1
30603,ENSG00000284594,MIR7847
30604,ENSG00000283787,PRR33
30605,ENSG00000229671,LINC01150
30606,ENSG00000130595,TNNT3
30607,ENSG00000214026,MRPL23
30608,ENSG00000226416,MRPL23-AS1
30609,ENSG00000232987,LINC01219
30610,ENSG00000130600,H19
30611,ENSG00000275266,RF01972
30612,ENSG00000284010,MIR675
30613,ENSG00000274866,RF01973
30614,ENSG00000167244,IGF2
30615,ENSG00000284779,IGF2
30616,ENSG00000240801,AC132217.1
30617,ENSG00000129965,INS-IGF2
30618,ENSG00000207805,MIR483
30619,ENSG00000099869,IGF2-AS
30620,ENSG00000254647,INS
30621,ENSG00000180176,TH
30622,ENSG00000265258,MIR4686
30623,ENSG00000183734,ASCL2
30624,ENSG00000110665,C11orf21
30625,ENSG00000064201,TSPAN32
30626,ENSG00000207308,RNU6-878P
30627,ENSG00000238184,CD81-AS1
30628,ENSG00000236264,RPL26P30
30629,ENSG00000199550,RF00019
30630,ENSG00000110651,CD81
30631,ENSG00000184281,TSSC4
30632,ENSG00000230483,AC124057.1
30633,ENSG00000070985,TRPM5
30634,ENSG00000053918,KCNQ1
30635,ENSG00000269821,KCNQ1OT1
30636,ENSG00000275666,RF01946
30637,ENSG00000276105,RF01947
30638,ENSG00000276494,RF01948
30639,ENSG00000276015,RF01950
30640,ENSG00000236041,COX6CP18
30641,ENSG00000229414,KCNQ1-AS1
30642,ENSG00000237941,KCNQ1DN
30643,ENSG00000274740,AC013791.1
30644,ENSG00000129757,CDKN1C
30645,ENSG00000254827,SLC22A18AS
30646,ENSG00000110628,SLC22A18
30647,ENSG00000181649,PHLDA2
30648,ENSG00000205531,NAP1L4
30649,ENSG00000207008,SNORA54
30650,ENSG00000183562,AC131971.1
30651,ENSG00000110619,CARS
30652,ENSG00000247473,CARS-AS1
30653,ENSG00000201616,RNU1-91P
30654,ENSG00000285644,AC108448.3
30655,ENSG00000236710,AC108448.2
30656,ENSG00000021762,OSBPL5
30657,ENSG00000234791,AC108448.1
30658,ENSG00000182170,MRGPRG
30659,ENSG00000236301,MRGPRG-AS1
30660,ENSG00000224513,AC109309.1
30661,ENSG00000184350,MRGPRE
30662,ENSG00000236987,NDUFA5P8
30663,ENSG00000276951,AC109309.2
30664,ENSG00000232390,NDUFA5P1
30665,ENSG00000273813,AC123788.2
30666,ENSG00000254592,AC123788.1
30667,ENSG00000005801,ZNF195
30668,ENSG00000223756,TSSC2
30669,ENSG00000189398,OR7E12P
30670,ENSG00000166492,FAM86GP
30671,ENSG00000284605,AC127526.3
30672,ENSG00000254757,AC127526.1
30673,ENSG00000255367,AC127526.2
30674,ENSG00000255522,SNRPCP5
30675,ENSG00000237226,RPS3AP39
30676,ENSG00000223688,RPS24P14
30677,ENSG00000284639,AP006294.2
30678,ENSG00000230851,AP006294.1
30679,ENSG00000238161,OR7E117P
30680,ENSG00000182048,TRPC2
30681,ENSG00000167311,ART5
30682,ENSG00000129744,ART1
30683,ENSG00000201279,RF00019
30684,ENSG00000200201,RF00019
30685,ENSG00000129749,CHRNA10
30686,ENSG00000110713,NUP98
30687,ENSG00000251934,RNU6-1143P
30688,ENSG00000238304,RNU7-50P
30689,ENSG00000148985,PGAP2
30690,ENSG00000177105,RHOG
30691,ENSG00000228661,AC090587.1
30692,ENSG00000167323,STIM1
30693,ENSG00000229368,AC090587.2
30694,ENSG00000284525,MIR4687
30695,ENSG00000230593,PPIAP40
30696,ENSG00000206976,RF00409
30697,ENSG00000255232,AC087441.2
30698,ENSG00000255141,HNRNPA1P76
30699,ENSG00000224555,AC087441.1
30700,ENSG00000240385,RPS29P20
30701,ENSG00000167325,RRM1
30702,ENSG00000255276,RRM1-AS1
30703,ENSG00000231548,OR55B1P
30704,ENSG00000254480,AC015689.1
30705,ENSG00000255387,AC015689.2
30706,ENSG00000284018,SSU72P5
30707,ENSG00000284306,SSU72P2
30708,ENSG00000236175,SSU72P6
30709,ENSG00000283873,SSU72P4
30710,ENSG00000284546,SSU72P3
30711,ENSG00000284438,SSU72P7
30712,ENSG00000221996,OR52B4
30713,ENSG00000175800,OR52B3P
30714,ENSG00000132109,TRIM21
30715,ENSG00000225101,OR52K3P
30716,ENSG00000237272,OR51R1P
30717,ENSG00000171999,OR52P2P
30718,ENSG00000181963,OR52K2
30719,ENSG00000196778,OR52K1
30720,ENSG00000226616,OR52M2P
30721,ENSG00000197790,OR52M1
30722,ENSG00000171987,C11orf40
30723,ENSG00000226288,OR52I2
30724,ENSG00000232268,OR52I1
30725,ENSG00000167333,TRIM68
30726,ENSG00000197428,OR51D1
30727,ENSG00000180785,OR51E1
30728,ENSG00000180723,OR51A9P
30729,ENSG00000167332,OR51E2
30730,ENSG00000197674,OR51C1P
30731,ENSG00000167346,MMP26
30732,ENSG00000272634,OR51F5P
30733,ENSG00000272664,OR51C4P
30734,ENSG00000271602,KRT8P49
30735,ENSG00000272559,OR51F3P
30736,ENSG00000273051,OR51F4P
30737,ENSG00000201980,RF00091
30738,ENSG00000280021,OR51F1
30739,ENSG00000176951,OR51N1P
30740,ENSG00000231070,OR52Y1P
30741,ENSG00000279270,OR52R1
30742,ENSG00000176925,OR51F2
30743,ENSG00000197984,OR51A8P
30744,ENSG00000176922,OR51S1
30745,ENSG00000176904,OR51H1
30746,ENSG00000198217,OR51H2P
30747,ENSG00000176900,OR51T1
30748,ENSG00000197023,OR51A6P
30749,ENSG00000176895,OR51A7
30750,ENSG00000176893,OR51G2
30751,ENSG00000278870,OR51G1
30752,ENSG00000227023,OR51A3P
30753,ENSG00000205497,OR51A4
30754,ENSG00000205496,OR51A2
30755,ENSG00000225003,OR51A5P
30756,ENSG00000176798,OR51L1
30757,ENSG00000224300,OR51P1P
30758,ENSG00000230261,OR52J2P
30759,ENSG00000205495,OR52J3
30760,ENSG00000176787,OR52E2
30761,ENSG00000273085,OR52E1
30762,ENSG00000237354,OR52S1P
30763,ENSG00000226157,OR52E3P
30764,ENSG00000203560,OR52J1P
30765,ENSG00000236897,AC113331.1
30766,ENSG00000205494,OR52A4P
30767,ENSG00000171944,OR52A5
30768,ENSG00000182070,OR52A1
30769,ENSG00000176752,OR51A1P
30770,ENSG00000176748,OR52Z1
30771,ENSG00000176742,OR51V1
30772,ENSG00000224091,AC104389.1
30773,ENSG00000285498,AC104389.6
30774,ENSG00000221031,RF00621
30775,ENSG00000244734,HBB
30776,ENSG00000223609,HBD
30777,ENSG00000229988,HBBP1
30778,ENSG00000260629,BGLT3
30779,ENSG00000213934,HBG1
30780,ENSG00000284931,AC104389.5
30781,ENSG00000196565,HBG2
30782,ENSG00000239920,AC104389.4
30783,ENSG00000213931,HBE1
30784,ENSG00000229093,OR51AB1P
30785,ENSG00000183251,OR51B4
30786,ENSG00000167355,OR51B5
30787,ENSG00000223735,OR51B3P
30788,ENSG00000279012,OR51B2
30789,ENSG00000236359,OR51B8P
30790,ENSG00000176239,OR51B6
30791,ENSG00000230087,AC104389.2
30792,ENSG00000236248,AC104389.3
30793,ENSG00000184698,OR51M1
30794,ENSG00000184321,OR51J1
30795,ENSG00000167360,OR51Q1
30796,ENSG00000248424,OR51K1P
30797,ENSG00000167359,OR51I1
30798,ENSG00000187918,OR51I2
30799,ENSG00000230484,OR51A10P
30800,ENSG00000181609,OR52D1
30801,ENSG00000175520,UBQLN3
30802,ENSG00000175518,UBQLNL
30803,ENSG00000224295,OLFM5P
30804,ENSG00000249633,OR52V1P
30805,ENSG00000181616,OR52H1
30806,ENSG00000248553,OR52H2P
30807,ENSG00000231049,OR52B5P
30808,ENSG00000233646,OR52T1P
30809,ENSG00000229534,HNRNPA1P53
30810,ENSG00000187747,OR52B6
30811,ENSG00000121236,TRIM6
30812,ENSG00000258588,TRIM6-TRIM34
30813,ENSG00000258659,TRIM34
30814,ENSG00000132256,TRIM5
30815,ENSG00000132274,TRIM22
30816,ENSG00000232381,OR52U1P
30817,ENSG00000181109,OR52P1P
30818,ENSG00000181023,OR56B1
30819,ENSG00000181074,OR52N4
30820,ENSG00000181017,OR56B2P
30821,ENSG00000181009,OR52N5
30822,ENSG00000181001,OR52N1
30823,ENSG00000236965,OR52N3P
30824,ENSG00000180988,OR52N2
30825,ENSG00000205409,OR52E6
30826,ENSG00000183269,OR52E8
30827,ENSG00000233563,OR52E7P
30828,ENSG00000180974,OR52E4
30829,ENSG00000277932,OR52E5
30830,ENSG00000277514,OR52Q1P
30831,ENSG00000184478,OR56A3
30832,ENSG00000188691,OR56A5
30833,ENSG00000183313,OR52L1
30834,ENSG00000254831,KRT18P58
30835,ENSG00000183389,OR56A4
30836,ENSG00000202147,RNA5SP329
30837,ENSG00000180934,OR56A1
30838,ENSG00000255481,OR56A7P
30839,ENSG00000262980,OR52L2P
30840,ENSG00000234895,OR52X1P
30841,ENSG00000180919,OR56B4
30842,ENSG00000254444,AC022762.1
30843,ENSG00000180913,OR56B3P
30844,ENSG00000180909,OR52B1P
30845,ENSG00000255307,OR52B2
30846,ENSG00000175485,OR52W1
30847,ENSG00000267940,AC022762.2
30848,ENSG00000180878,C11orf42
30849,ENSG00000051009,FAM160A2
30850,ENSG00000132259,CNGA4
30851,ENSG00000110148,CCKBR
30852,ENSG00000270435,AC068733.2
30853,ENSG00000170955,CAVIN3
30854,ENSG00000282556,AC068733.3
30855,ENSG00000254443,AC068733.1
30856,ENSG00000166311,SMPD1
30857,ENSG00000166313,APBB1
30858,ENSG00000110169,HPX
30859,ENSG00000110171,TRIM3
30860,ENSG00000132254,ARFIP2
30861,ENSG00000132286,TIMM10B
30862,ENSG00000283977,AC084337.2
30863,ENSG00000254595,AC084337.1
30864,ENSG00000179532,DNHD1
30865,ENSG00000132275,RRP8
30866,ENSG00000254400,AC091564.2
30867,ENSG00000166333,ILK
30868,ENSG00000166337,TAF10
30869,ENSG00000254641,AC091564.3
30870,ENSG00000285338,AC091564.7
30871,ENSG00000166340,TPP1
30872,ENSG00000255680,AC091564.6
30873,ENSG00000166341,DCHS1
30874,ENSG00000255390,AC091564.4
30875,ENSG00000255410,AC091564.5
30876,ENSG00000158042,MRPL17
30877,ENSG00000241678,AC091564.1
30878,ENSG00000254838,GVINP1
30879,ENSG00000254781,GVINP2
30880,ENSG00000188124,OR2AG2
30881,ENSG00000279486,OR2AG1
30882,ENSG00000184933,OR6A2
30883,ENSG00000283415,AC087280.2
30884,ENSG00000254712,AC087280.1
30885,ENSG00000166363,OR10A5
30886,ENSG00000170790,OR10A2
30887,ENSG00000170782,OR10A4
30888,ENSG00000166368,OR2D2
30889,ENSG00000178358,OR2D3
30890,ENSG00000149054,ZNF215
30891,ENSG00000149050,ZNF214
30892,ENSG00000158077,NLRP14
30893,ENSG00000170748,RBMXL2
30894,ENSG00000255179,AC027804.1
30895,ENSG00000221703,MIR302E
30896,ENSG00000170743,SYT9
30897,ENSG00000251364,AC107884.1
30898,ENSG00000183801,OLFML1
30899,ENSG00000166387,PPFIBP2
30900,ENSG00000254864,AC107884.2
30901,ENSG00000166394,CYB5R2
30902,ENSG00000183378,OVCH2
30903,ENSG00000275612,AC104237.2
30904,ENSG00000276668,AC104237.3
30905,ENSG00000271758,AC044810.3
30906,ENSG00000254707,AC104237.1
30907,ENSG00000176716,OR10AB1P
30908,ENSG00000227892,OR5P4P
30909,ENSG00000254951,AC044810.2
30910,ENSG00000166408,OR5P1P
30911,ENSG00000241008,AC044810.1
30912,ENSG00000183303,OR5P2
30913,ENSG00000182334,OR5P3
30914,ENSG00000170688,OR5E1P
30915,ENSG00000252769,RNU6-943P
30916,ENSG00000279000,OR10A6
30917,ENSG00000170683,OR10A3
30918,ENSG00000182261,NLRP10
30919,ENSG00000175390,EIF3F
30920,ENSG00000254642,COX6CP5
30921,ENSG00000255420,CASC23
30922,ENSG00000166402,TUB
30923,ENSG00000254921,AC116456.1
30924,ENSG00000248332,TUB-AS1
30925,ENSG00000279391,AC116456.2
30926,ENSG00000166405,RIC3
30927,ENSG00000246820,AC091013.1
30928,ENSG00000166407,LMO1
30929,ENSG00000130413,STK33
30930,ENSG00000252778,RF00601
30931,ENSG00000166436,TRIM66
30932,ENSG00000254900,AC091053.2
30933,ENSG00000166441,RPL27A
30934,ENSG00000200983,SNORA3A
30935,ENSG00000212607,SNORA3B
30936,ENSG00000166444,ST5
30937,ENSG00000254665,AC091053.1
30938,ENSG00000255159,AC026894.1
30939,ENSG00000252905,RNA5SP330
30940,ENSG00000202276,RF00019
30941,ENSG00000166452,AKIP1
30942,ENSG00000176029,C11orf16
30943,ENSG00000176009,ASCL3
30944,ENSG00000223080,RF00019
30945,ENSG00000175348,TMEM9B
30946,ENSG00000254860,TMEM9B-AS1
30947,ENSG00000175352,NRIP3
30948,ENSG00000253973,AC079296.1
30949,ENSG00000175356,SCUBE2
30950,ENSG00000264984,MIR5691
30951,ENSG00000213538,KRT8P41
30952,ENSG00000184014,DENND5A
30953,ENSG00000255097,AP006259.1
30954,ENSG00000273725,RF00017
30955,ENSG00000166471,TMEM41B
30956,ENSG00000254884,PRR13P2
30957,ENSG00000205339,IPO7
30958,ENSG00000201998,SNORA23
30959,ENSG00000254397,AC132192.1
30960,ENSG00000268403,AC132192.2
30961,ENSG00000166478,ZNF143
30962,ENSG00000166483,WEE1
30963,ENSG00000238387,RF01210
30964,ENSG00000243964,RPL23AP65
30965,ENSG00000255463,AC011979.2
30966,ENSG00000239470,AC011979.1
30967,ENSG00000133789,SWAP70
30968,ENSG00000201564,RN7SKP50
30969,ENSG00000245522,AC026250.1
30970,ENSG00000246273,SBF2-AS1
30971,ENSG00000133812,SBF2
30972,ENSG00000255476,AC011092.2
30973,ENSG00000252568,RNU7-28P
30974,ENSG00000254765,AC011092.1
30975,ENSG00000254865,AC100763.1
30976,ENSG00000254719,AC080023.2
30977,ENSG00000254554,AC080023.1
30978,ENSG00000148926,ADM
30979,ENSG00000133805,AMPD3
30980,ENSG00000221574,RNU6ATAC33P
30981,ENSG00000255823,MTRNR2L8
30982,ENSG00000283813,MIR4485
30983,ENSG00000110315,RNF141
30984,ENSG00000177112,MRVI1-AS1
30985,ENSG00000133800,LYVE1
30986,ENSG00000072952,MRVI1
30987,ENSG00000206858,RF00019
30988,ENSG00000198730,CTR9
30989,ENSG00000110321,EIF4G2
30990,ENSG00000238622,SNORD97
30991,ENSG00000246308,AC116535.1
30992,ENSG00000236287,ZBED5
30993,ENSG00000247271,ZBED5-AS1
30994,ENSG00000250041,AC069360.1
30995,ENSG00000254401,AC111188.1
30996,ENSG00000254957,AC111188.2
30997,ENSG00000270897,AC111188.3
30998,ENSG00000255123,MTND5P21
30999,ENSG00000255260,KC877392.1
31000,ENSG00000110328,GALNT18
31001,ENSG00000254598,CSNK2A3
31002,ENSG00000255351,AC023946.1
31003,ENSG00000255462,AC104031.1
31004,ENSG00000266645,MIR4299
31005,ENSG00000280288,AC131935.2
31006,ENSG00000255309,AC131935.1
31007,ENSG00000278529,MIR8070
31008,ENSG00000170242,USP47
31009,ENSG00000255492,AC104383.1
31010,ENSG00000050165,DKK3
31011,ENSG00000254486,LINC02547
31012,ENSG00000254991,AC124276.1
31013,ENSG00000255400,AC124276.2
31014,ENSG00000133816,MICAL2
31015,ENSG00000275373,MIR6124
31016,ENSG00000254680,AC079329.1
31017,ENSG00000254983,AC025300.1
31018,ENSG00000197702,PARVA
31019,ENSG00000254847,AC009806.1
31020,ENSG00000187079,TEAD1
31021,ENSG00000254688,AC013549.2
31022,ENSG00000255067,AC013549.3
31023,ENSG00000252329,RF00424
31024,ENSG00000203258,AC013549.1
31025,ENSG00000251381,LINC00958
31026,ENSG00000254670,AC084859.1
31027,ENSG00000189431,RASSF10
31028,ENSG00000255558,AC013762.1
31029,ENSG00000255018,AC022878.1
31030,ENSG00000133794,ARNTL
31031,ENSG00000222162,RN7SKP151
31032,ENSG00000148925,BTBD10
31033,ENSG00000254583,AC021269.1
31034,ENSG00000255401,AC021269.2
31035,ENSG00000152266,PTH
31036,ENSG00000228901,HMGN2P36
31037,ENSG00000197601,FAR1
31038,ENSG00000254791,FAR1-IT1
31039,ENSG00000240454,RPL39P26
31040,ENSG00000200685,RF00019
31041,ENSG00000255075,CENPUP1
31042,ENSG00000255088,AC013828.1
31043,ENSG00000255411,LINC02548
31044,ENSG00000254927,AC027779.1
31045,ENSG00000254930,LINC02545
31046,ENSG00000201856,RNA5SP331
31047,ENSG00000254438,AC022240.1
31048,ENSG00000262655,SPON1
31049,ENSG00000212365,RNA5SP332
31050,ENSG00000254418,SPON1-AS1
31051,ENSG00000133818,RRAS2
31052,ENSG00000255074,AC018523.1
31053,ENSG00000129083,COPB1
31054,ENSG00000251991,RNU7-49P
31055,ENSG00000256206,AC018523.2
31056,ENSG00000129084,PSMA1
31057,ENSG00000152270,PDE3B
31058,ENSG00000255040,MORF4L1P3
31059,ENSG00000186104,CYP2R1
31060,ENSG00000175868,CALCB
31061,ENSG00000253179,CALCP
31062,ENSG00000110680,CALCA
31063,ENSG00000250640,OR7E41P
31064,ENSG00000188487,INSC
31065,ENSG00000253072,RF00324
31066,ENSG00000254946,AC073172.2
31067,ENSG00000254789,AC073172.1
31068,ENSG00000254695,AC087379.2
31069,ENSG00000254645,AC087379.1
31070,ENSG00000254661,AC009869.1
31071,ENSG00000110693,SOX6
31072,ENSG00000284094,MIR6073
31073,ENSG00000254878,AC103794.1
31074,ENSG00000213785,AKR1B1P3
31075,ENSG00000241943,RN7SL188P
31076,ENSG00000110696,C11orf58
31077,ENSG00000166689,PLEKHA7
31078,ENSG00000199883,RN7SKP90
31079,ENSG00000244398,AC116533.1
31080,ENSG00000184669,OR7E14P
31081,ENSG00000110700,RPS13
31082,ENSG00000272034,SNORD14A
31083,ENSG00000201403,SNORD14B
31084,ENSG00000011405,PIK3C2A
31085,ENSG00000201586,RNU6-593P
31086,ENSG00000240808,AC126389.1
31087,ENSG00000213779,AC107956.2
31088,ENSG00000070081,NUCB2
31089,ENSG00000197149,AC107956.1
31090,ENSG00000285545,AC124798.2
31091,ENSG00000188211,NCR3LG1
31092,ENSG00000260196,AC124798.1
31093,ENSG00000187486,KCNJ11
31094,ENSG00000006071,ABCC8
31095,ENSG00000255035,SDHCP4
31096,ENSG00000006611,USH1C
31097,ENSG00000188162,OTOG
31098,ENSG00000254586,AC124301.1
31099,ENSG00000255335,AC124301.2
31100,ENSG00000129152,MYOD1
31101,ENSG00000129159,KCNC1
31102,ENSG00000129158,SERGEF
31103,ENSG00000255448,AC055860.1
31104,ENSG00000129167,TPH1
31105,ENSG00000166788,SAAL1
31106,ENSG00000255254,HIGD1AP5
31107,ENSG00000166787,SAA3P
31108,ENSG00000179826,MRGPRX3
31109,ENSG00000255470,AC090099.4
31110,ENSG00000285562,AC090099.5
31111,ENSG00000254857,AC090099.3
31112,ENSG00000179817,MRGPRX4
31113,ENSG00000255138,GLTPP1
31114,ENSG00000254546,AC090099.2
31115,ENSG00000189332,AC090099.1
31116,ENSG00000148965,SAA4
31117,ENSG00000255071,SAA2-SAA4
31118,ENSG00000134339,SAA2
31119,ENSG00000200336,RNA5SP333
31120,ENSG00000212789,ST13P5
31121,ENSG00000173432,SAA1
31122,ENSG00000201695,RNA5SP334
31123,ENSG00000110756,HPS5
31124,ENSG00000110768,GTF2H1
31125,ENSG00000264603,MIR3159
31126,ENSG00000134333,LDHA
31127,ENSG00000256006,AC084117.1
31128,ENSG00000166796,LDHC
31129,ENSG00000256734,AC027544.3
31130,ENSG00000166800,LDHAL6A
31131,ENSG00000074319,TSG101
31132,ENSG00000256464,YWHABP2
31133,ENSG00000256588,AC027544.2
31134,ENSG00000256361,AC027544.1
31135,ENSG00000151116,UEVLD
31136,ENSG00000274589,RF00017
31137,ENSG00000247595,SPTY2D1OS
31138,ENSG00000256282,AC112694.1
31139,ENSG00000279837,AC112694.2
31140,ENSG00000179119,SPTY2D1
31141,ENSG00000257043,AP006296.1
31142,ENSG00000151117,TMEM86A
31143,ENSG00000179057,IGSF22
31144,ENSG00000254966,AC103974.1
31145,ENSG00000110786,PTPN5
31146,ENSG00000276789,AC103974.2
31147,ENSG00000254529,AC023078.1
31148,ENSG00000255511,AC023078.6
31149,ENSG00000254541,AC023078.2
31150,ENSG00000255536,AC023078.7
31151,ENSG00000170255,MRGPRX1
31152,ENSG00000255244,AC023078.5
31153,ENSG00000254738,AC023078.4
31154,ENSG00000254720,AC023078.3
31155,ENSG00000255424,AC027026.1
31156,ENSG00000183695,MRGPRX2
31157,ENSG00000177054,ZDHHC13
31158,ENSG00000129170,CSRP3
31159,ENSG00000255308,AC009652.2
31160,ENSG00000129173,E2F8
31161,ENSG00000254544,PCNAP4
31162,ENSG00000255160,AC009652.1
31163,ENSG00000166833,NAV2
31164,ENSG00000255270,NAV2-IT1
31165,ENSG00000200687,RNA5SP335
31166,ENSG00000255043,NAV2-AS5
31167,ENSG00000254622,NAV2-AS4
31168,ENSG00000265210,MIR4486
31169,ENSG00000207407,RF00408
31170,ENSG00000270607,AC009549.1
31171,ENSG00000264309,MIR4694
31172,ENSG00000254542,NAV2-AS3
31173,ENSG00000254453,NAV2-AS2
31174,ENSG00000254894,NAV2-AS1
31175,ENSG00000279266,AC068860.1
31176,ENSG00000109851,DBX1
